country,Region,lat,long,displayName,layerName,layerTitle,year,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR
Kenya,East Africa,-0.68,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.07876604050397873,18671871,1,Kisii,2005,2005,pfcrt 76T,200,145,163,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfcrt 76T,82,NA,7.876604050397873
Lao People's Democratic Republic,SEA,14.94,107.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0.03646837919950485,12950663,0,Attapeu Province,2001,2001,pfcrt 76T,67,63,65,Berens N,2003,http://www.ncbi.nlm.nih.gov/pubmed/12950663,"Clinical CQ, SP and CQ+SP data.",12950663,Plasmodium falciparum: correlation of in vivo resistance to chloroquine and antifolates with genetic polymorphisms in isolates from the south of Lao PDR.,Amodiaquine,pfcrt 76T,97,NA,3.646837919950485
Lao People's Democratic Republic,SEA,20.29,100.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.0019327463814988732,17620628,1,"North: Bokeo, Huaphanh, Luangphrabang, Luangnamtha, Phongsaly, Oudomxay, Vientiane, Xiengkhuang and",2001,2004,pfcrt 76T,196,196,196,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long,"Clinical CQ, SP, CQ+SP data available. Mixes",17620628,Combined molecular and clinical assessment of Plasmodium falciparum antimalarial drug resistance in the Lao People's Democratic Republic (Laos).,Amodiaquine,pfcrt 76T,100,NA,0.19327463814988732
Lao People's Democratic Republic,SEA,20.95,101.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.0069474889896810055,16359407,0,Luang Namtha,2003,2004,pfcrt 76T,81,81,81,Dittrich S,2005,http://www.ncbi.nlm.nih.gov/pubmed/16359407,NA,16359407,Falciparum malaria in the north of Laos: the occurrence and implications of the Plasmodium falciparum chloroquine resistance transporter (pfcrt) gene haplotype SVMNT.,Amodiaquine,pfcrt 76T,100,NA,0.6947488989681005
Lao People's Democratic Republic,SEA,16.51,105.59,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.009132049977779388,17297031,0,Savannakhet Province,2003,2004,pfcrt 76T,53,48,48,Mayxay M,2007,http://www.ncbi.nlm.nih.gov/pubmed/17297031,In vitro data available.,17297031,In vitro antimalarial drug susceptibility and pfcrt mutation among fresh Plasmodium falciparum isolates from the Lao PDR (Laos).,Amodiaquine,pfcrt 76T,91,NA,0.9132049977779388
Lao People's Democratic Republic,SEA,16.51,105.59,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.009132049977779388,17620628,3,"South: Savannakhet, Attapeu, Champassack, Saravane, Sekong",2001,2004,pfcrt 76T,603,494,494,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long,"Clinical CQ, SP, CQ+SP data available. Mixes",17620628,Combined molecular and clinical assessment of Plasmodium falciparum antimalarial drug resistance in the Lao People's Democratic Republic (Laos).,Amodiaquine,pfcrt 76T,82,NA,0.9132049977779388
Lao People's Democratic Republic,SEA,18.44,104.47,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.0009917853167280555,17620628,2,"Central: Borikhamxay, Khammouane",2001,2004,pfcrt 76T,37,25,25,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long,"Clinical CQ, SP, CQ+SP data available. Mixes",17620628,Combined molecular and clinical assessment of Plasmodium falciparum antimalarial drug resistance in the Lao People's Democratic Republic (Laos).,Amodiaquine,pfcrt 76T,68,NA,0.09917853167280556
Liberia,West Africa,4.38,-7.7,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,0.5043465495109558,12625147,0,Harper,2000,2000,pfcrt 76T,23,21,23,Checchi F,2002,http://www.ncbi.nlm.nih.gov/pubmed/12625147,Clinical CQ and SP data and post-treatment ge,12625147,High Plasmodium falciparum resistance to chloroquine and sulfadoxine-pyrimethamine in Harper,Amodiaquine,pfcrt 76T,100,NA,50.43465495109558
Madagascar,East Africa,-14.65,49.65,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.3112635910511017,16442577,2,Andapa,2001,2002,pfcrt 76T,132,2,5,Randrianarivelojosia M,2007,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944659/,Pregnant women,16442577,First evidence of pfcrt mutant Plasmodium falciparum in Madagascar.,Amodiaquine,pfcrt 76T,4,NA,31.12635910511017
Madagascar,East Africa,-18.77,46.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.11371602863073349,16442577,0,Tsiroanomandidy,2002,2002,pfcrt 76T,51,1,1,Randrianarivelojosia M,2007,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944659/,NA,16442577,First evidence of pfcrt mutant Plasmodium falciparum in Madagascar.,Amodiaquine,pfcrt 76T,2,NA,11.371602863073347
Madagascar,East Africa,-18.93,47.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.03577982634305954,16154388,16,NA,1998,2003,pfcrt 76T,2,0,0,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,3.577982634305954
Madagascar,East Africa,-18.93,47.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.03577982634305954,17033142,15,NA,1998,2003,pfcrt 76T,2,0,0,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,0,NA,3.577982634305954
Madagascar,East Africa,-16.13,46.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.22243677079677582,17556614,2,Sainte Marie,2004,2004,pfcrt 76T,26,0,0,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614,In vitro data available.,17556614,Prevalent pfmdr1 n86y mutant Plasmodium falciparum in Madagascar despite absence of pfcrt mutant strains.,Amodiaquine,pfcrt 76T,0,NA,22.243677079677585
Madagascar,East Africa,-21.82,47.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.06291463226079941,17556614,1,Saharevo,2004,2004,pfcrt 76T,64,0,0,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614,In vitro data available.,17556614,Prevalent pfmdr1 n86y mutant Plasmodium falciparum in Madagascar despite absence of pfcrt mutant strains.,Amodiaquine,pfcrt 76T,0,NA,6.291463226079941
Madagascar,East Africa,-18.93,47.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.06054799631237984,16569231,6,NA,1998,2004,pfcrt 76T,3,0,0,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,6.054799631237984
Madagascar,East Africa,-18.77,46.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.16894224286079407,17556614,3,Tsiroanomandidy,2004,2004,pfcrt 76T,27,1,1,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614,In vitro data available.,17556614,Prevalent pfmdr1 n86y mutant Plasmodium falciparum in Madagascar despite absence of pfcrt mutant strains.,Amodiaquine,pfcrt 76T,4,NA,16.894224286079407
Malawi,Southern Africa,-15.89,34.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.21101520955562592,17553226,2,"Mpemba, Madziabango",2004,2004,pfcrt 76T,60,0,21,Juliano JJ,2007,http://www.ncbi.nlm.nih.gov/pubmed/17553226,Pregnant women. Genotyping by heteroduplex tr,17553226,"Minority-variant pfcrt K76T mutations and chloroquine resistance, Malawi.",Amodiaquine,pfcrt 76T,35,NA,21.10152095556259
Malawi,Southern Africa,-15.79,35.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.1825326681137085,17553226,1,Blantyre,2004,2004,pfcrt 76T,27,0,1,Juliano JJ,2007,http://www.ncbi.nlm.nih.gov/pubmed/17553226,Pregnant women. Genotyping by heteroduplex tr,17553226,"Minority-variant pfcrt K76T mutations and chloroquine resistance, Malawi.",Amodiaquine,pfcrt 76T,4,NA,18.25326681137085
Malawi,Southern Africa,-15.79,35.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.1825326681137085,17556619,0,Blantyre,2003,2004,pfcrt 76T,56,0,0,Nkhoma S,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556619,In vitro data available.,17556619,In vitro antimalarial susceptibility profile and prcrt/pfmdr-1 genotypes of Plasmodium falciparum field isolates from Malawi.,Amodiaquine,pfcrt 76T,0,NA,18.25326681137085
Malawi,Southern Africa,-15.79,35.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.1296924501657486,18270569,0,Blantyre,2003,2005,pfcrt 76T,244,0,0,Bell DJ,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2229666&tool=pmcentrez&rendertype=abstract,Clinical SP and SP combinations data and post,18270569,"Sulfadoxine-pyrimethamine-based combinations for malaria: a randomised blinded trial to compare efficacy, safety and selection of resistance in Malawi.",Amodiaquine,pfcrt 76T,0,NA,12.96924501657486
Malawi,Southern Africa,-15.79,35.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.1296924501657486,20662717,2,Blantyre,2005,2005,pfcrt 76T,210,0,0,Laufer MK,2010,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3380613/pdf/nihms371461.pdf,Pfcrt-flanking microsatellites analysed.,20662717,Return of chloroquine-susceptible falciparum malaria in Malawi was a reexpansion of diverse susceptible parasites.,Amodiaquine,pfcrt 76T,0,NA,12.96924501657486
Malaysia,SEA,1.67,109.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2000,2.5203232212334115e-7,14572517,0,Lundu,1999,2000,pfcrt 76T,47,47,47,Cox-Singh J,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14572517,Clinical CQ+SP data available. Mixed infectio,14572517,Application of a multi-faceted approach for the assessment of treatment response in falciparum malaria: a study from Malaysian Borneo.,Amodiaquine,pfcrt 76T,100,NA,2.5203232212334115e-5
Mali,West Africa,11.88,-8.45,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.39650294184684753,21300016,0,"Kangaba, Kela",2001,2003,pfcrt 76T,579,384,384,Wélé M,2011,http://www.ncbi.nlm.nih.gov/pubmed/21300016,Case control study: severe vs non severe mala,21300016,High frequency of PfCRT 76T in two Malian villages and its prevalence in severe relative to non-severe malaria.,Amodiaquine,pfcrt 76T,66,I,39.65029418468475
Mali,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.251830130815506,16154388,7,NA,1998,2003,pfcrt 76T,7,2,2,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,29,E,25.1830130815506
Mali,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.251830130815506,17033142,6,NA,1998,2003,pfcrt 76T,7,2,2,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,29,NA,25.1830130815506
Mali,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.251830130815506,20041947,0,Multiple sites,2002,2003,pfcrt 76T,951,804,804,Djimdé AA,2011,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3050054/pdf/nihms165707.pdf,Data/numerator not specified by site.,20041947,A molecular map of chloroquine resistance in Mali.,Amodiaquine,pfcrt 76T,85,I,25.1830130815506
Mali,West Africa,12.61,-8.14,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.4452325701713562,19245687,1,Bamako,2002,2003,pfcrt 76T,127,108,108,"Tekete M, Djimde AA, Beavogui AH, Maiga H, Sagara I, Fofana B, Ouologuem D, Dama S, Kone A, Dembele D, Wele M, Dicko A, Doumbo OK",2009,http://www.ncbi.nlm.nih.gov/pubmed/?term=19245687,NA,19245687,"Efficacy of chloroquine, amodiaquine and sulphadoxine-pyrimethamine for the treatment of uncomplicated falciparum malaria: revisiting molecular markers in an area of emerging AQ and SP resistance in Mali.",Amodiaquine,pfcrt 76T,85,NA,44.52325701713562
Mali,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.23180009424686432,16569231,8,NA,1998,2004,pfcrt 76T,3,3,3,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,23.180009424686432
Mali,West Africa,10.78,-6.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.4166281521320343,18337343,0,Bougoula-Hameau,2002,2004,pfcrt 76T,170,128,128,Djimdé AA,2008,http://www.ncbi.nlm.nih.gov/pubmed/18337343,"Clinical ASAQ, AS+SP data and post-treatment",18337343,"Efficacy, safety, and selection of molecular markers of drug resistance by two ACTs in Mali.",Amodiaquine,pfcrt 76T,75,I,41.66281521320343
Mali,West Africa,12.61,-8.14,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.42161825299263,19245687,2,Bamako,2003,2004,pfcrt 76T,172,111,111,"Tekete M, Djimde AA, Beavogui AH, Maiga H, Sagara I, Fofana B, Ouologuem D, Dama S, Kone A, Dembele D, Wele M, Dicko A, Doumbo OK",2009,http://www.ncbi.nlm.nih.gov/pubmed/?term=19245687,NA,19245687,"Efficacy of chloroquine, amodiaquine and sulphadoxine-pyrimethamine for the treatment of uncomplicated falciparum malaria: revisiting molecular markers in an area of emerging AQ and SP resistance in Mali.",Amodiaquine,pfcrt 76T,85,NA,42.161825299263
Mauritania,West Africa,18.1,-15.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.06120343133807182,16569231,7,NA,1998,2004,pfcrt 76T,1,0,0,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,6.120343133807182
Mozambique,Southern Africa,-24.7,32.5,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2002,0.6744423508644104,18590577,1,Maciana,2001,2002,pfcrt 76T,171,159,159,Enosse S,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2481262&tool=pmcentrez&rendertype=abstract,NA,18590577,"Rapid increase of Plasmodium falciparum dhfr/dhps resistant haplotypes, after the adoption of sulphadoxine-pyrimethamine as first line treatment in 2002, in southern Mozambique.",Amodiaquine,pfcrt 76T,95,NA,67.44423508644104
Mozambique,Southern Africa,-24.7,32.5,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.609366774559021,18590577,2,Maciana,2003,2003,pfcrt 76T,173,165,165,Enosse S,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2481262&tool=pmcentrez&rendertype=abstract,NA,18590577,"Rapid increase of Plasmodium falciparum dhfr/dhps resistant haplotypes, after the adoption of sulphadoxine-pyrimethamine as first line treatment in 2002, in southern Mozambique.",Amodiaquine,pfcrt 76T,95,NA,60.9366774559021
Mozambique,Southern Africa,-25.97,32.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.3936794698238373,16154388,11,NA,1998,2003,pfcrt 76T,4,2,2,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,50,E,39.36794698238373
Mozambique,Southern Africa,-25.97,32.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.3936794698238373,17033142,11,NA,1998,2003,pfcrt 76T,4,2,2,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,50,NA,39.36794698238373
Niger,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.16306902468204498,16154388,5,NA,1998,2003,pfcrt 76T,11,9,9,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,82,E,16.3069024682045
Niger,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.16306902468204498,17033142,5,NA,1998,2003,pfcrt 76T,11,9,9,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,82,NA,16.3069024682045
Niger,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.16306902468204498,17409009,0,Niamey,2003,2003,pfcrt 76T,88,40,40,Ibrahim ML,2007,http://www.ncbi.nlm.nih.gov/pubmed/17409009,Severe malaria,17409009,Field-based evidence for the linkage of pfcrt and pfdhfr drug-resistant malaria genotypes and clinical profiles of severe malaria in Niger.,Amodiaquine,pfcrt 76T,45,I,16.3069024682045
Nigeria,West Africa,9.07,7.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.4989672005176544,16154388,3,NA,1998,2003,pfcrt 76T,15,11,11,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,73,E,49.89672005176544
Nigeria,West Africa,9.07,7.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.4989672005176544,17033142,3,NA,1998,2003,pfcrt 76T,15,11,11,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,73,NA,49.89672005176544
Nigeria,West Africa,9.07,7.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.5475319027900696,16569231,4,NA,1998,2004,pfcrt 76T,1,0,0,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,54.75319027900696
Nigeria,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.31675952672958374,22302850,1,Ibadan,2004,2004,pfcrt 76T,70,55,55,Gbotosho GO,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3269269&tool=pmcentrez&rendertype=abstract,Not clear how mixed infections were accounted,22302850,Different patterns of pfcrt and pfmdr1 polymorphisms in P. falciparum isolates from Nigeria and Brazil: the potential role of antimalarial drug selection pressure.,Amodiaquine,pfcrt 76T,79,NA,31.675952672958378
Nigeria,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2004,0.31675952672958374,16874478,0,Ibadan,2002,2004,pfcrt 76T,111,63,89,Happi CT,2006,http://www.ncbi.nlm.nih.gov/pubmed/16874478,Clinical CQ data and post-treatment genotype,16874478,Linkage disequilibrium between two distinct loci in chromosomes 5 and 7 of Plasmodium falciparum and in vivo chloroquine resistance in Southwest Nigeria.,Amodiaquine,pfcrt 76T,80,NA,31.675952672958378
Nigeria,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.31027185916900635,16837724,0,Ibadan,2005,2005,pfcrt 76T,101,63,79,Happi CT,2006,http://www.ncbi.nlm.nih.gov/pubmed/16837724,Clinical AQ data available.,16837724,Association between mutations in Plasmodium falciparum chloroquine resistance transporter and P. falciparum multidrug resistance 1 genes and in vivo amodiaquine resistance in P. falciparum malaria-infected children in Nigeria.,Amodiaquine,pfcrt 76T,78,NA,31.027185916900635
Nigeria,West Africa,7.4,3.92,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.31027185916900635,19953193,0,Ibadan,2005,2005,pfcrt 76T,78,47,55,Folarin OA,2008,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2785046/pdf/nihms75070.pdf,In vitro data available.,19953193,"Chloroquine Resistant Plasmodium falciparum in Nigeria: Relationship between pfcrt and pfmdr1 Polymorphisms, In-Vitro Resistance and Treatment Outcome.",Amodiaquine,pfcrt 76T,71,NA,31.027185916900635
Nigeria,West Africa,7.77,4.56,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.3271143138408661,17428334,0,Osogbo,2004,2005,pfcrt 76T,116,86,105,Ojurongbe O,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1855061&tool=pmcentrez&rendertype=abstract,Clinical CQ data and post-treatment genotypes,17428334,"Rapid detection of Pfcrt and Pfmdr1 mutations in Plasmodium falciparum isolates by FRET and in vivo response to chloroquine among children from Osogbo, Nigeria.",Amodiaquine,pfcrt 76T,91,NA,32.71143138408661
