country,year,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
Iran,2007,NA,NA,Asia,29.51,60.86,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.0002839037333615124,23287027,1,Sistan and Baluchistan provinces,2007,2007,pfmdr1 86Y,51,29,29,Pirahmadi S,2013,http://www.ncbi.nlm.nih.gov/pubmed/23287027,NA,23287027,Mutation analysis in pfmdr1 and pfmrp1 as potential candidate genes for artemisinin resistance in Plasmodium falciparum clinical isolates 4years after implementation of artemisinin combination therapy in Iran.,Amodiaquine,pfmdr1 86Y,59,NA,0.02839037333615124,56.86274509803921,NA
Iran,2008,NA,NA,Asia,29.51,60.86,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00006138852040749043,23287027,2,Sistan and Baluchistan provinces,2008,2008,pfmdr1 86Y,37,21,22,Pirahmadi S,2013,http://www.ncbi.nlm.nih.gov/pubmed/23287027,NA,23287027,Mutation analysis in pfmdr1 and pfmrp1 as potential candidate genes for artemisinin resistance in Plasmodium falciparum clinical isolates 4years after implementation of artemisinin combination therapy in Iran.,Amodiaquine,pfmdr1 86Y,59,NA,0.00613885204074904,56.75675675675676,NA
Iran,2009,NA,NA,Asia,29.51,60.86,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.0000017159518392872997,23287027,3,Sistan and Baluchistan provinces,2009,2009,pfmdr1 86Y,34,13,13,Pirahmadi S,2013,http://www.ncbi.nlm.nih.gov/pubmed/23287027,NA,23287027,Mutation analysis in pfmdr1 and pfmrp1 as potential candidate genes for artemisinin resistance in Plasmodium falciparum clinical isolates 4years after implementation of artemisinin combination therapy in Iran.,Amodiaquine,pfmdr1 86Y,59,NA,1.7159518392872997e-4,38.23529411764706,NA
Iran,2010,NA,NA,Asia,25.29,60.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,22001304,0,Chabahar,2008,2010,pfmdr1 86Y,170,73,77,Afsharpad M,2012,http://www.ncbi.nlm.nih.gov/pubmed/22001304,NA,22001304,Molecular monitoring of Plasmodium falciparum resistance to antimalarial drugs after adoption of sulfadoxine-pyrimethamine plus artesunate as the first line treatment in Iran.,Amodiaquine,pfmdr1 86Y,45,NA,0,42.94117647058823,NA
Iran,2010,NA,NA,Asia,29.51,60.86,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",4.200667902409805e-8,23287027,4,Sistan and Baluchistan provinces,2010,2010,pfmdr1 86Y,78,29,30,Pirahmadi S,2013,http://www.ncbi.nlm.nih.gov/pubmed/23287027,NA,23287027,Mutation analysis in pfmdr1 and pfmrp1 as potential candidate genes for artemisinin resistance in Plasmodium falciparum clinical isolates 4years after implementation of artemisinin combination therapy in Iran.,Amodiaquine,pfmdr1 86Y,59,NA,4.200667902409805e-6,37.17948717948718,NA
Kenya,2001,NA,NA,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.37206536531448364,19450282,8,Kilifi,2001,2001,pfmdr1 86Y,23,21,21,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2694831&tool=pmcentrez&rendertype=abstract,Mixed infections excluded.,19450282,Chloroquine resistance before and after its withdrawal in Kenya.,Amodiaquine,pfmdr1 86Y,100,E,37.20653653144837,91.30434782608695,NA
Kenya,2002,NA,NA,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.26799121499061584,19450282,9,Kilifi,2002,2002,pfmdr1 86Y,28,15,15,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2694831&tool=pmcentrez&rendertype=abstract,Mixed infections excluded.,19450282,Chloroquine resistance before and after its withdrawal in Kenya.,Amodiaquine,pfmdr1 86Y,100,E,26.799121499061584,53.57142857142857,NA
Kenya,2005,NA,NA,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.298454612493515,18671871,3,Kombewa,2005,2005,pfmdr1 86Y,200,69,135,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. Symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfmdr1 86Y,68,NA,29.8454612493515,34.5,NA
Kenya,2005,NA,NA,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.298454612493515,614,2,Kombewa,2005,2005,pfmdr1 86Y,73,15,46,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,asymptomatic,29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",Amodiaquine,pfmdr1 86Y,67,NA,29.8454612493515,20.54794520547945,NA
Kenya,2005,NA,NA,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.19982437789440155,18671871,2,Kakamega,2005,2005,pfmdr1 86Y,200,67,149,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfmdr1 86Y,75,NA,19.982437789440155,33.5,NA
Kenya,2005,NA,NA,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.19982437789440155,614,6,Kakamega,2005,2005,pfmdr1 86Y,108,45,79,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,asymptomatic,29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",Amodiaquine,pfmdr1 86Y,79,NA,19.982437789440155,41.66666666666667,NA
Kenya,2005,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.24521037936210632,21106088,0,Kisumu,2003,2005,pfmdr1 86Y,243,184,184,Spalding MD,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3001743&tool=pmcentrez&rendertype=abstract,Results from an additional study was presente,21106088,"Increased prevalence of the pfdhfr/phdhps quintuple mutant and rapid emergence of pfdhps resistance mutations at codons 581 and 613 in Kisumu, Kenya.",Amodiaquine,pfmdr1 86Y,76,I,24.521037936210632,75.7201646090535,NA
Kenya,2005,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.24521037936210632,21106088,0,Kisumu,2003,2005,pfmdr1 86Y,243,184,184,Spalding MD,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3001743&tool=pmcentrez&rendertype=abstract,Results from an additional study was presente,21106088,"Increased prevalence of the pfdhfr/phdhps quintuple mutant and rapid emergence of pfdhps resistance mutations at codons 581 and 613 in Kisumu, Kenya.",Amodiaquine,pfmdr1 86Y,76,I,24.521037936210632,75.7201646090535,NA
Kenya,2005,NA,NA,East Africa,-0.68,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.07876604050397873,18671871,1,Kisii,2005,2005,pfmdr1 86Y,200,33,91,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfmdr1 86Y,46,NA,7.876604050397873,16.5,NA
Kenya,2006,NA,NA,East Africa,-0.07,34.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.20742584764957428,19398039,3,Kisian,2006,2006,pfmdr1 86Y,68,18,55,Bonizzoni M,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2745398&tool=pmcentrez&rendertype=abstract,"Asymptomatic, microsatellite analysis, for ha",19398039,Genetic structure of Plasmodium falciparum populations between lowland and highland sites and antimalarial drug resistance in Western Kenya.,Amodiaquine,pfmdr1 86Y,81,NA,20.742584764957428,26.47058823529412,NA
Kenya,2006,NA,NA,East Africa,0.16,34.76,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1550493985414505,19398039,4,Iguhu,2006,2006,pfmdr1 86Y,33,8,23,Bonizzoni M,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2745398&tool=pmcentrez&rendertype=abstract,"Asymptomatic, microsatellite analysis, for ha",19398039,Genetic structure of Plasmodium falciparum populations between lowland and highland sites and antimalarial drug resistance in Western Kenya.,Amodiaquine,pfmdr1 86Y,70,NA,15.50493985414505,24.24242424242424,NA
Kenya,2006,NA,NA,East Africa,-0.08,35.13,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.0994768887758255,19398039,1,Chemelil,2006,2006,pfmdr1 86Y,28,10,20,Bonizzoni M,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2745398&tool=pmcentrez&rendertype=abstract,"Asymptomatic, microsatellite analysis, for ha",19398039,Genetic structure of Plasmodium falciparum populations between lowland and highland sites and antimalarial drug resistance in Western Kenya.,Amodiaquine,pfmdr1 86Y,71,NA,9.94768887758255,35.714285714285715,NA
Kenya,2006,NA,NA,East Africa,-0.06,34.98,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15156190097332,19398039,2,Miwani,2006,2006,pfmdr1 86Y,36,17,33,Bonizzoni M,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2745398&tool=pmcentrez&rendertype=abstract,"Asymptomatic, microsatellite analysis, for ha",19398039,Genetic structure of Plasmodium falciparum populations between lowland and highland sites and antimalarial drug resistance in Western Kenya.,Amodiaquine,pfmdr1 86Y,92,NA,15.156190097332,47.22222222222222,NA
Kenya,2006,NA,NA,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.04968307167291641,19450282,11,Kilifi,2006,2006,pfmdr1 86Y,38,31,31,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2694831&tool=pmcentrez&rendertype=abstract,Mixed infections excluded.,19450282,Chloroquine resistance before and after its withdrawal in Kenya.,Amodiaquine,pfmdr1 86Y,100,E,4.968307167291641,81.57894736842105,NA
Kenya,2007,NA,NA,East Africa,-0.1,34.27,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.32496705651283264,19187521,0,Bondo,2007,2007,pfmdr1 86Y,55,30,30,Thwing JI,2009,http://www.ncbi.nlm.nih.gov/pubmed/19187521,Clinical data ASAQ. Not clear how mixed infec,19187521,In-vivo efficacy of amodiaquine-artesunate in children with uncomplicated Plasmodium falciparum malaria in western Kenya.,Amodiaquine,pfmdr1 86Y,55,NA,32.496705651283264,54.54545454545454,NA
Kenya,2007,NA,NA,East Africa,0.04,34.32,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.33977776765823364,25889220,1,Karemo,2007,2007,pfmdr1 86Y,95,68,68,"Shah M, Omosun Y, Lal A, Odero C, Gatei W, Otieno K, Gimnig JE, ter Kuile F, Hawley WA, Nahlen B, Kariuki S, Walker E, Slutsker L, Hamel M, Shi YP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25889220,Mixed infections excluded,25889220,Assessment of molecular markers for anti-malarial drug resistance after the introduction and scale-up of malaria control interventions in western Kenya.,Amodiaquine,pfmdr1 86Y,72,E,33.977776765823364,71.57894736842105,NA
Kenya,2007,NA,NA,East Africa,0.09,34.54,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.27863505482673645,25889220,2,Gem,2007,2007,pfmdr1 86Y,97,62,62,"Shah M, Omosun Y, Lal A, Odero C, Gatei W, Otieno K, Gimnig JE, ter Kuile F, Hawley WA, Nahlen B, Kariuki S, Walker E, Slutsker L, Hamel M, Shi YP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25889220,Mixed infections excluded,25889220,Assessment of molecular markers for anti-malarial drug resistance after the introduction and scale-up of malaria control interventions in western Kenya.,Amodiaquine,pfmdr1 86Y,64,E,27.863505482673645,63.91752577319587,NA
Kenya,2007,NA,NA,East Africa,-0.18,34.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.23679056763648987,25889220,3,Asembo,2007,2007,pfmdr1 86Y,61,43,43,"Shah M, Omosun Y, Lal A, Odero C, Gatei W, Otieno K, Gimnig JE, ter Kuile F, Hawley WA, Nahlen B, Kariuki S, Walker E, Slutsker L, Hamel M, Shi YP",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25889220,Mixed infections excluded,25889220,Assessment of molecular markers for anti-malarial drug resistance after the introduction and scale-up of malaria control interventions in western Kenya.,Amodiaquine,pfmdr1 86Y,70,E,23.679056763648987,70.49180327868852,NA
Kenya,2009,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1307712346315384,23675533,2,"Kisumu, Kisii, Kericho",2009,2009,pfmdr1 86Y,225,56,101,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract,In vitro data.,23675533,The role of Pfmdr1 and Pfcrt in changing chloroquine,Amodiaquine,pfmdr1 86Y,67,NA,13.077123463153841,24.88888888888889,NA
Kenya,2009,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1307712346315384,23675533,2,"Kisumu, Kisii, Kericho",2009,2009,pfmdr1 86Y,225,56,101,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract,In vitro data.,23675533,The role of Pfmdr1 and Pfcrt in changing chloroquine,Amodiaquine,pfmdr1 86Y,67,NA,13.077123463153841,24.88888888888889,NA
Kenya,2010,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15825781226158142,23675533,3,"Kisumu, Kisii, Kericho",2010,2010,pfmdr1 86Y,395,87,118,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract,In vitro data.,23675533,The role of Pfmdr1 and Pfcrt in changing chloroquine,Amodiaquine,pfmdr1 86Y,67,NA,15.825781226158142,22.025316455696203,NA
Kenya,2010,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15825781226158142,23675533,3,"Kisumu, Kisii, Kericho",2010,2010,pfmdr1 86Y,395,87,118,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract,In vitro data.,23675533,The role of Pfmdr1 and Pfcrt in changing chloroquine,Amodiaquine,pfmdr1 86Y,67,NA,15.825781226158142,22.025316455696203,NA
Kenya,2011,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.18937712907791138,23675533,4,"Kisumu, Kisii, Kericho",2011,2011,pfmdr1 86Y,314,38,104,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract,In vitro data.,23675533,The role of Pfmdr1 and Pfcrt in changing chloroquine,Amodiaquine,pfmdr1 86Y,67,NA,18.937712907791138,12.101910828025478,NA
Kenya,2011,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.18937712907791138,24752268,0,"Kisumu, Kisii, Kericho",2010,2011,pfmdr1 86Y,88,29,29,Cheruiyot J,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4068580&tool=pmcentrez&rendertype=abstract,In vitro data.,24752268,Polymorphisms in Pfmdr1,Amodiaquine,pfmdr1 86Y,33,I,18.937712907791138,32.95454545454545,NA
Kenya,2011,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.18937712907791138,23675533,4,"Kisumu, Kisii, Kericho",2011,2011,pfmdr1 86Y,314,38,104,Eyase FL,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652850&tool=pmcentrez&rendertype=abstract,In vitro data.,23675533,The role of Pfmdr1 and Pfcrt in changing chloroquine,Amodiaquine,pfmdr1 86Y,67,NA,18.937712907791138,12.101910828025478,NA
Kenya,2011,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.18937712907791138,24752268,0,"Kisumu, Kisii, Kericho",2010,2011,pfmdr1 86Y,88,29,29,Cheruiyot J,2014,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=4068580&tool=pmcentrez&rendertype=abstract,In vitro data.,24752268,Polymorphisms in Pfmdr1,Amodiaquine,pfmdr1 86Y,33,I,18.937712907791138,32.95454545454545,NA
Kenya,2012,NA,NA,East Africa,-1.29,36.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,24028570,1,NA,2012,2012,pfmdr1 86Y,1,0,0,van Schalkwyk DA,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3847303&tool=pmcentrez&rendertype=abstract,Travellers. In vitro data available.,24028570,Culture-adapted Plasmodium falciparum isolates from UK travellers: in vitro drug sensitivity,Amodiaquine,pfmdr1 86Y,0,NA,0,0,NA
Kenya,2013,NA,NA,East Africa,-0.37,35.29,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.015146873891353607,720,3,Kericho,2012,2013,pfmdr1 86Y,28,0,0,"Muiruri P, Juma DW, Ingasia LA, Chebon LJ, Opot B, Ngalah BS, Cheruiyot J, Andagalu B, Akala HM, Nyambati VCS, Ng'ang'a JK, Kamau E.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30376843,NA,30376843,Selective sweeps and genetic lineages of Plasmodium falciparum multi-drug resistance (pfmdr1) gene in Kenya.,Amodiaquine,pfmdr1 86Y,0,NA,1.5146873891353607,0,NA
Kenya,2013,NA,NA,East Africa,-3.22,40.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.007047175895422697,720,4,Malindi,2012,2013,pfmdr1 86Y,40,12,12,"Muiruri P, Juma DW, Ingasia LA, Chebon LJ, Opot B, Ngalah BS, Cheruiyot J, Andagalu B, Akala HM, Nyambati VCS, Ng'ang'a JK, Kamau E.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30376843,No information on mixed infections,30376843,Selective sweeps and genetic lineages of Plasmodium falciparum multi-drug resistance (pfmdr1) gene in Kenya.,Amodiaquine,pfmdr1 86Y,30,NA,0.7047175895422697,30,NA
Kenya,2013,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.24428690969944,720,1,Kisumu,2012,2013,pfmdr1 86Y,91,3,3,"Muiruri P, Juma DW, Ingasia LA, Chebon LJ, Opot B, Ngalah BS, Cheruiyot J, Andagalu B, Akala HM, Nyambati VCS, Ng'ang'a JK, Kamau E.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30376843,No information on mixed infections,30376843,Selective sweeps and genetic lineages of Plasmodium falciparum multi-drug resistance (pfmdr1) gene in Kenya.,Amodiaquine,pfmdr1 86Y,3,NA,24.428690969944,3.296703296703297,NA
Kenya,2013,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.24428690969944,720,1,Kisumu,2012,2013,pfmdr1 86Y,91,3,3,"Muiruri P, Juma DW, Ingasia LA, Chebon LJ, Opot B, Ngalah BS, Cheruiyot J, Andagalu B, Akala HM, Nyambati VCS, Ng'ang'a JK, Kamau E.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30376843,No information on mixed infections,30376843,Selective sweeps and genetic lineages of Plasmodium falciparum multi-drug resistance (pfmdr1) gene in Kenya.,Amodiaquine,pfmdr1 86Y,3,NA,24.428690969944,3.296703296703297,NA
Kenya,2013,NA,NA,East Africa,0.06,34.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.34354355931282043,26392510,1,Siaya and Bondo District Hospitals,2010,2013,pfmdr1 86Y,200,7,13,"Lucchi NW, Komino F, Okoth SA, Goldman I, Onyona P, Wiegand RE, Juma E, Shi YP, Barnwell JW, Udhayakumar V, Kariuki S",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26392510,NA,26392510,In Vitro and Molecular Surveillance for Antimalarial Drug Resistance in Plasmodium falciparum Parasites in Western Kenya Reveals Sustained Artemisinin Sensitivity and Increased Chloroquine Sensitivity.,Amodiaquine,pfmdr1 86Y,7,NA,34.35435593128204,3.5000000000000004,NA
Kenya,2013,NA,NA,East Africa,-0.68,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.02523738518357277,720,2,Kisii,2012,2013,pfmdr1 86Y,61,5,5,"Muiruri P, Juma DW, Ingasia LA, Chebon LJ, Opot B, Ngalah BS, Cheruiyot J, Andagalu B, Akala HM, Nyambati VCS, Ng'ang'a JK, Kamau E.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30376843,No information on mixed infections,30376843,Selective sweeps and genetic lineages of Plasmodium falciparum multi-drug resistance (pfmdr1) gene in Kenya.,Amodiaquine,pfmdr1 86Y,8,NA,2.523738518357277,8.19672131147541,NA
Kenya,2016,NA,NA,East Africa,-1.3,36.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,706,14,Nairobi,2012,2016,pfmdr1 86Y,2,0,0,"Tao Zhang, Xian Xu, Jingjing Jiang, Chen Yu, Cuicui Tian, and Weidong Li",2018,https://www.ncbi.nlm.nih.gov/pubmed/29436339,Estimated traveler location,29436339,"Surveillance of Antimalarial Resistance Molecular Markers in Imported Plasmodium falciparum Malaria Cases in Anhui, China, 2012-2016.",Amodiaquine,pfmdr1 86Y,0,NA,0,0,NA
Kenya,2016,NA,NA,East Africa,-1.3,36.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,721,9,Nairobi,2012,2016,pfmdr1 86Y,4,2,2,"Yang C, Zhou R, Liu Y, Li S, Qian D, Zhao Y, Zhang H, Xu B",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30259821,NA,30259821,Molecular investigation of the Pfmdr1 gene of Plasmodium falciparum isolates in Henan Province imported from Africa.,Amodiaquine,pfmdr1 86Y,50,NA,0,50,NA
Kenya,1996,NA,NA,East Africa,-0.18,34.38,NA,NA,NA,NA,22096496,1,Asembo,1996,1996,pfmdr1 86Y,250,188,188,"Monica Shah, Simon Kariuki, Jodi Vanden Eng, Anna J. Blackstock, Kimberly Garner, Wangeci Gatei, John E. Gimnig, Kim Lindblade, Dianne Terlouw, Feiko ter Kuile, William A. Hawley, Penelope Phillips-Howard, Bernard Nahlen, Edward Walker, Mary J. Hamel, Laurence Slutsker, Ya Ping Shi",2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3214025&tool=pmcentrez&rendertype=abstract,Mixed infections for all SNPs were considered mutant infections,22096496,Effect of transmission reduction by insecticide-treated bednets (ITNs) on antimalarial drug resistance in western Kenya.,Amodiaquine,pfmdr1 86Y,75,I,NA,75.2,NA
