Id,author,year,URL
573,"Conrad MD, Mota D, Foster M, Tukwasibwe S, Legac J, Tumwebaze P, Whalen M, Kakuru A, Nayebare P, Wallender E, Havlir DV, Jagannathan P, Huang L, Aweeka F, Kamya MR, Dorsey G, Rosenthal PJ",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28968782
714,"Yeka A, Wallender E, Mulebeke R, Kibuuka A, Kigozi R, Bosco A, Kyambadde P, Opigo J, Kalyesubula S, Senzoga J, Vinden J, Conrad M, Rosenthal PJ.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30418593
798,"Tumwebaze PK, Katairo T, Okitwi M, Byaruhanga O, Orena S, Asua V, Duvalsaint M, Legac J, Chelebieva S, Ceja FG, Rasmussen SA, Conrad MD, Nsobya SL, Aydemir O, Bailey JA, Bayles BR, Rosenthal PJ, Cooper RA.",2022,https://pubmed.ncbi.nlm.nih.gov/34553183/
804,"Manirakiza G, Kassaza K, Taremwa IM, Bazira J, Byarugaba F.",2022,https://pubmed.ncbi.nlm.nih.gov/35033082/
11926004,Kyosiimire-Lugemwa J,2002,http://www.ncbi.nlm.nih.gov/pubmed/?term=11926004
16112915,Talisuna A,2006,http://www.ncbi.nlm.nih.gov/pubmed/16112915
12474488,Talisuna A,2002,http://www.ncbi.nlm.nih.gov/pubmed/12474488
11294677,Dorsey G,2001,http://www.ncbi.nlm.nih.gov/pubmed/11294677
20370920,Kinzer MH,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2853556&tool=pmcentrez&rendertype=abstract
12452494,Contreras CE,2002,http://www.ncbi.nlm.nih.gov/pubmed/12452494
20145087,Griffing S,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2849383&tool=pmcentrez&rendertype=abstract
784,32380999,2020,https://pubmed.ncbi.nlm.nih.gov/32380999/
810,"Manh ND, Thanh NV, Quang HH, Van NTT, San NN, Phong NC, Birrell GW, Edstein MD, Edgel KA, Martin NJ, Chavchich M.",2021,https://pubmed.ncbi.nlm.nih.gov/34570647/
14614668,Huong NM,2003,http://www.ncbi.nlm.nih.gov/pubmed/14614668
12685644,Ngo T,2003,http://www.ncbi.nlm.nih.gov/pubmed/12685644
19889891,Isozumi R,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2812275&tool=pmcentrez&rendertype=abstract
21669011,Sinou V,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3123604&tool=pmcentrez&rendertype=abstract
751,Reem A Mubjer,2011,https://www.ncbi.nlm.nih.gov/pubmed/?term=21854642
21619624,Al-Mekhlafi AM,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3125383&tool=pmcentrez&rendertype=abstract
329,Al-Hamidhi S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3729657&tool=pmcentrez&rendertype=abstract
26001972,Bamaga OA,2015,http://www.ncbi.nlm.nih.gov/pubmed/26001972
23906615,Abdul-Ghani R,2013,http://www.ncbi.nlm.nih.gov/pubmed/23906615
516,"Alareqi LM, Mahdy MA, Lau YL, Fong MY, Abdul-Ghani R, Mahmud R",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27343362
508,"Atroosh WM, Al-Mekhlafi HM, Al-Jasari A, Sady H, Dawaki SS, Elyana FN, Al-Areeqi MA, Nasr NA, Abdulsalam AM, Subramaniam LR, Azzani M, Ithoi I, Lau YL, Surin J",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27478699
24354640,Mharakurwa S,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3878239&tool=pmcentrez&rendertype=abstract
498,"Mwanza S, Joshi S, Nambozi M, Chileshe J, Malunga P, Kabuya JB, Hachizovu S, Manyando C, Mulenga M, Laufer M",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27919256
764,Sitali L,2019,https://www.ncbi.nlm.nih.gov/pubmed/31796087
22904636,Ako BA,2012,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3418069/
25706423,"Bla BK, Yavo W, Trébissou J, Kipré RG, Yapi FH, N'guessan JD, Djaman JA",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25706423
709,"Oléfongo Dagnogo, Aristide Berenger Ako, Lacinan Ouattara , Noel Dougba Dago , David N’golo Coulibaly , André Ofanan Touré  and Joseph Allico Djaman",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30404640
