country,year,ACT,data type,Region,lat,long,displayName,layerName,layerTitle,value,continent,val,tested,prev,title,pubMedId,sid,mutation,site,estLoc,present,authors,PR,Prev_DR,ACT_use
Myanmar,2012,NA,NA,SEA,10,98.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.01567548,Asia,associated with slow clearance,58,31.03% [20.62 - 43.8],Clinical and molecular surveillance of artemisinin resistant falciparum malaria in Myanmar (2009-2013).,28806957,297,C580Y,Kawthaung,0,18,"Nyunt MH, Soe MT, Myint HW, Oo HW, Aye MM, Han SS, Zaw NN, Cho C, Aung PZ, Kyaw KT, Aye TT, San NA, Ortega L, Thimasarn K, Bustos MDG, Galit S, Hoque MR, Ringwald P, Han ET, Kyaw MP",1.567547955,31.03448276,NA
Myanmar,2012,NA,NA,SEA,10,98.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.01567548,Asia,associated with slow clearance,58,31.03% [20.62 - 43.8],Clinical and molecular surveillance of artemisinin resistant falciparum malaria in Myanmar (2009-2013).,28806957,297,C580Y,Kawthaung,0,18,"Nyunt MH, Soe MT, Myint HW, Oo HW, Aye MM, Han SS, Zaw NN, Cho C, Aung PZ, Kyaw KT, Aye TT, San NA, Ortega L, Thimasarn K, Bustos MDG, Galit S, Hoque MR, Ringwald P, Han ET, Kyaw MP",1.567547955,31.03448276,NA
Myanmar,2013,NA,NA,SEA,10,98.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.011805733,Asia,associated with slow clearance,48,62.5% [48.36 - 74.78],Clinical and molecular surveillance of artemisinin resistant falciparum malaria in Myanmar (2009-2013).,28806957,298,C580Y,Kawthaung,0,30,"Nyunt MH, Soe MT, Myint HW, Oo HW, Aye MM, Han SS, Zaw NN, Cho C, Aung PZ, Kyaw KT, Aye TT, San NA, Ortega L, Thimasarn K, Bustos MDG, Galit S, Hoque MR, Ringwald P, Han ET, Kyaw MP",1.180573273,62.5,NA
Myanmar,2013,NA,NA,SEA,10,98.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.011805733,Asia,associated with slow clearance,48,62.5% [48.36 - 74.78],Clinical and molecular surveillance of artemisinin resistant falciparum malaria in Myanmar (2009-2013).,28806957,298,C580Y,Kawthaung,0,30,"Nyunt MH, Soe MT, Myint HW, Oo HW, Aye MM, Han SS, Zaw NN, Cho C, Aung PZ, Kyaw KT, Aye TT, San NA, Ortega L, Thimasarn K, Bustos MDG, Galit S, Hoque MR, Ringwald P, Han ET, Kyaw MP",1.180573273,62.5,NA
Myanmar,2013,NA,NA,SEA,16.68,98.5,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",3.3e-4,Asia,associated with slow clearance,68,23.53% [15.03 - 34.86],Clinical and molecular surveillance of artemisinin resistant falciparum malaria in Myanmar (2009-2013).,28806957,299,C580Y,Myawaddy,0,16,"Nyunt MH, Soe MT, Myint HW, Oo HW, Aye MM, Han SS, Zaw NN, Cho C, Aung PZ, Kyaw KT, Aye TT, San NA, Ortega L, Thimasarn K, Bustos MDG, Galit S, Hoque MR, Ringwald P, Han ET, Kyaw MP",0.032998584,23.52941176,NA
Myanmar,2013,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.004777308,Asia,associated with slow clearance,92,6.52% [3.02 - 13.51],The spread of artemisinin-resistant Plasmodium falciparum in the Greater Mekong subregion: a molecular epidemiology observational study.,28161569,499,C580Y,Kayin,0,6,"Imwong M, Suwannasin K, Kunasol C, Sutawong K, Mayxay M, Rekol H, Smithuis FM, Hlaing TM, Tun KM, van der Pluijm RW, Tripura R, Miotto O, Menard D, Dhorda M, Day NPJ, White NJ, Dondorp AM",0.477730809,6.52173913,NA
Myanmar,2013,NA,NA,SEA,18.06,97.44,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.047780108,Asia,associated with slow clearance,32,3.13% [0.55 - 15.74],"Plasmodium falciparum Kelch 13 mutations and treatment response in patients in Hpa-Pun District, Northern Kayin State, Myanmar.",29178921,284,C580Y,Hpa Pun,0,1,"Bonnington CA, Phyo AP, Ashley EA, Imwong M, Sriprawat K, Parker DM, Proux S, White NJ, Nosten F",4.778010771,3.125,NA
Myanmar,2013,NA,NA,SEA,18.06,97.44,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.047780108,Asia,associated with slow clearance,32,3.13% [0.55 - 15.74],"Plasmodium falciparum Kelch 13 mutations and treatment response in patients in Hpa-Pun District, Northern Kayin State, Myanmar.",29178921,284,C580Y,Hpa Pun,0,1,"Bonnington CA, Phyo AP, Ashley EA, Imwong M, Sriprawat K, Parker DM, Proux S, White NJ, Nosten F",4.778010771,3.125,NA
Myanmar,2013,NA,NA,SEA,16.68,98.5,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",3.3e-4,Asia,associated with slow clearance,68,23.53% [15.03 - 34.86],Clinical and molecular surveillance of artemisinin resistant falciparum malaria in Myanmar (2009-2013).,28806957,299,C580Y,Myawaddy,0,16,"Nyunt MH, Soe MT, Myint HW, Oo HW, Aye MM, Han SS, Zaw NN, Cho C, Aung PZ, Kyaw KT, Aye TT, San NA, Ortega L, Thimasarn K, Bustos MDG, Galit S, Hoque MR, Ringwald P, Han ET, Kyaw MP",0.032998584,23.52941176,NA
Myanmar,2013,NA,NA,SEA,16,98.39,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.020451846,Asia,associated with slow clearance,42,14.29% [6.72 - 27.84],NA,25537878,YMDNB,C580Y,Kyitedon,0,6,"Molecular assessment of artemisinin resistance markers, polymorphisms in the k13 propeller, and a multidrug-resistance gene in the eastern and western border areas of Myanmar.",2.04518456,14.28571429,NA
Myanmar,2013,NA,NA,SEA,16,98.39,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.020451846,Asia,associated with slow clearance,42,14.29% [6.72 - 27.84],NA,25537878,YMDNB,C580Y,Kyitedon,0,6,"Molecular assessment of artemisinin resistance markers, polymorphisms in the k13 propeller, and a multidrug-resistance gene in the eastern and western border areas of Myanmar.",2.04518456,14.28571429,NA
Myanmar,2013,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.004777308,Asia,associated with slow clearance,92,6.52% [3.02 - 13.51],The spread of artemisinin-resistant Plasmodium falciparum in the Greater Mekong subregion: a molecular epidemiology observational study.,28161569,499,C580Y,Kayin,0,6,"Imwong M, Suwannasin K, Kunasol C, Sutawong K, Mayxay M, Rekol H, Smithuis FM, Hlaing TM, Tun KM, van der Pluijm RW, Tripura R, Miotto O, Menard D, Dhorda M, Day NPJ, White NJ, Dondorp AM",0.477730809,6.52173913,NA
Myanmar,2013,NA,NA,SEA,16.04,98.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001349247,Asia,associated with slow clearance,188,15.43% [10.96 - 21.28],NA,25704894,PSHHG,C580Y,Kayin State,0,29,Spread of artemisinin-resistant Plasmodium falciparum in Myanmar: a cross-sectional survey of the K13 molecular marker.,0.134924741,15.42553191,NA
Myanmar,2013,NA,NA,SEA,16.04,98.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001349247,Asia,associated with slow clearance,188,15.43% [10.96 - 21.28],NA,25704894,PSHHG,C580Y,Kayin State,0,29,Spread of artemisinin-resistant Plasmodium falciparum in Myanmar: a cross-sectional survey of the K13 molecular marker.,0.134924741,15.42553191,NA
Myanmar,2014,NA,NA,SEA,18.27,97.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.045839079,Asia,associated with slow clearance,254,5.12% [3.02 - 8.56],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1007,C580Y,"Hpapun, Kayin",1,13,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",4.583907872,5.118110236,NA
Myanmar,2014,NA,NA,SEA,18.27,97.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.045839079,Asia,associated with slow clearance,254,5.12% [3.02 - 8.56],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1007,C580Y,"Hpapun, Kayin",1,13,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",4.583907872,5.118110236,NA
Myanmar,2014,NA,NA,SEA,16.04,98.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",8.17e-4,Asia,associated with slow clearance,99,6.06% [2.81 - 12.6],NA,25704894,PSHHG,C580Y,Kayin State,0,6,Spread of artemisinin-resistant Plasmodium falciparum in Myanmar: a cross-sectional survey of the K13 molecular marker.,0.081678474,6.060606061,NA
Myanmar,2014,NA,NA,SEA,16.04,98.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",8.17e-4,Asia,associated with slow clearance,99,6.06% [2.81 - 12.6],NA,25704894,PSHHG,C580Y,Kayin State,0,6,Spread of artemisinin-resistant Plasmodium falciparum in Myanmar: a cross-sectional survey of the K13 molecular marker.,0.081678474,6.060606061,NA
Myanmar,2015,NA,NA,SEA,15.82,98.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014882519,Asia,associated with slow clearance,54,16.67% [9.02 - 28.74],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1013,C580Y,"Kyainseikgyi, Kayin",0,9,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",1.488251891,16.66666667,NA
Myanmar,2015,NA,NA,SEA,17.93,96.88,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014247653,Asia,associated with slow clearance,100,9.0% [4.81 - 16.23],Molecular surveillance of artemisinin resistance falciparum malaria among migrant goldmine workers in Myanmar.,28249583,169,C580Y,Shwegyin,0,9,"Nyunt MH, Wang B, Aye KM, Aye KH, Han JH, Lee SK, Han KT, Htut Y, Han ET",1.424765307,9,NA
Myanmar,2015,NA,NA,SEA,17.93,96.88,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014247653,Asia,associated with slow clearance,100,9.0% [4.81 - 16.23],Molecular surveillance of artemisinin resistance falciparum malaria among migrant goldmine workers in Myanmar.,28249583,169,C580Y,Shwegyin,0,9,"Nyunt MH, Wang B, Aye KM, Aye KH, Han JH, Lee SK, Han KT, Htut Y, Han ET",1.424765307,9,NA
Myanmar,2015,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001325267,Asia,associated with slow clearance,97,5.15% [2.22 - 11.5],Artemether-Lumefantrine and Dihydroartemisinin-Piperaquine Retain High Efficacy for Treatment of Uncomplicated Plasmodium falciparum Malaria in Myanmar.,31833468,809,C580Y,Shan state,0,5,"Han KT, Lin K, Myint MK, Thi A, Aye KH, Han ZY, Moe M, Bustos MD, Rahman MM, Ringwald P, Simmons R, Markwalter CF, Plowe CV, Nyunt MM",0.132526667,5.154639175,NA
Myanmar,2015,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001325267,Asia,associated with slow clearance,97,5.15% [2.22 - 11.5],Artemether-Lumefantrine and Dihydroartemisinin-Piperaquine Retain High Efficacy for Treatment of Uncomplicated Plasmodium falciparum Malaria in Myanmar.,31833468,809,C580Y,Shan state,0,5,"Han KT, Lin K, Myint MK, Thi A, Aye KH, Han ZY, Moe M, Bustos MD, Rahman MM, Ringwald P, Simmons R, Markwalter CF, Plowe CV, Nyunt MM",0.132526667,5.154639175,NA
Myanmar,2015,NA,NA,SEA,15.82,98.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.014882519,Asia,associated with slow clearance,54,16.67% [9.02 - 28.74],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1013,C580Y,"Kyainseikgyi, Kayin",0,9,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",1.488251891,16.66666667,NA
Myanmar,2017,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001242328,Asia,associated with slow clearance,2,100.0% [34.24 - 100.0],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1021,C580Y,Kayin,1,2,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",0.12423282,100,NA
Myanmar,2017,NA,NA,SEA,15.82,98.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.007658028,Asia,associated with slow clearance,19,10.53% [2.94 - 31.39],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1015,C580Y,"Kyainseikgyi, Kayin",1,2,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",0.765802758,10.52631579,NA
Myanmar,2017,NA,NA,SEA,18.27,97.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.016473936,Asia,associated with slow clearance,1429,1.82% [1.24 - 2.65],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1010,C580Y,"Hpapun, Kayin",1,26,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",1.647393592,1.819454164,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine-Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar.,32524960,940,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002424,1062,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002525,1066,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002535,1070,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium  falciparum and Plasmodium vivax Malaria in Myanmar,80000390,1078,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,17.6,97.23,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00631821,Asia,associated with slow clearance,48,4.17% [1.15 - 13.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium  falciparum and Plasmodium vivax Malaria in Myanmar,80000305,1074,C580Y,Kayin State,0,2,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.631821016,4.166666667,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine-Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar.,32524960,940,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002424,1062,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002525,1066,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002535,1070,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,21.74,98.24,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.37e-4,Asia,associated with slow clearance,44,11.36% [4.95 - 23.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium  falciparum and Plasmodium vivax Malaria in Myanmar,80000390,1078,C580Y,Shan state,0,5,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.063675427,11.36363636,NA
Myanmar,2017,NA,NA,SEA,17.6,97.23,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00631821,Asia,associated with slow clearance,48,4.17% [1.15 - 13.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium  falciparum and Plasmodium vivax Malaria in Myanmar,80000305,1074,C580Y,Kayin State,0,2,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.631821016,4.166666667,NA
Myanmar,2017,NA,NA,SEA,18.27,97.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.016473936,Asia,associated with slow clearance,1429,1.82% [1.24 - 2.65],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1010,C580Y,"Hpapun, Kayin",1,26,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",1.647393592,1.819454164,NA
Myanmar,2017,NA,NA,SEA,15.82,98.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.007658028,Asia,associated with slow clearance,19,10.53% [2.94 - 31.39],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1015,C580Y,"Kyainseikgyi, Kayin",1,2,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",0.765802758,10.52631579,NA
Myanmar,2017,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001242328,Asia,associated with slow clearance,2,100.0% [34.24 - 100.0],"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",99999999,1021,C580Y,Kayin,1,2,"Mary Dias, George D’Souza, Aquinas Edassery, Mehul Dhorda",0.12423282,100,NA
Myanmar,2018,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",7.79e-4,Asia,associated with slow clearance,48,4.17% [1.15 - 13.98],Efficacy and Safety of Pyronaridine-Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar.,32524960,942,C580Y,Kayin,0,2,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S",0.077873404,4.166666667,NA
Myanmar,2018,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",7.79e-4,Asia,associated with slow clearance,48,4.17% [1.15 - 13.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002525,1067,C580Y,Kayin,0,2,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.077873404,4.166666667,NA
Myanmar,2018,NA,NA,SEA,16.95,97.96,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",7.79e-4,Asia,associated with slow clearance,48,4.17% [1.15 - 13.98],Efficacy and Safety of Pyronaridine–Artesunate for the Treatment of Uncomplicated Plasmodium falciparum and Plasmodium vivax Malaria in Myanmar,80002535,1071,C580Y,Kayin,0,2,"Han KT, Lin K, Han ZY, Myint MK, Aye KH, Thi A, Thapa B, Bustos MD, Borghini-Fuhrer I, Ringwald P, Duparc S.",0.077873404,4.166666667,NA
